0.3	5	5	7	4	8.8	2.333333333	2.083	0.63	8
0.3	5	8	7	0	6.4	5.233333333	2.085	3.33	2
0.3	5	43	7	0	9.5	2.066666667	2.257	0.07	2
0.3	5	28	8	0	10.4	2.066666667	2.222	1.84	2
0.3	5	1	9	0	6.7	2.833333333	2.203	0.95	2
0.3	5	10	11	0	6.7	3.466666667	2.469	0.81	2
0.3	5	8	11	0	6.4	5.233333333	2.096	3.33	2
0.3	5	29	15	5.2	10.2	0.933333333	2.158	1.19	2
0.3	5	31	16	2	12.6	0.166666667	2.264	0.57	2
0.3	5	33	16	0	6.1	6.4	2.324	0.83	2
0.4	5	0	1	0	7.9	1.966666667	2.055	1.25	2
0.4	5	12	2	0	5.1	2.766666667	1.932	1.29	2
0.4	5	14	2	0	7.5	6.7	2.067	1.52	2
0.4	5	0	2	0	7.9	1.966666667	2.159	1.25	2
0.4	5	10	5	0	6.7	3.466666667	2.362	0.81	2
0.4	5	16	5	0	5.9	4	2.014	0.96	2
0.4	5	14	5	0	7.5	6.7	2.228	1.52	2
0.4	5	17	6	0	8.5	1.1	2.164	1.11	2
0.4	5	14	7	0	7.5	6.7	2.266	1.52	2
0.4	5	18	7	12	6.5	1.2	2.162	1.56	2
0.4	5	33	8	0	6.1	6.4	2.302	0.83	2
0.4	5	8	8	0	6.4	5.233333333	2.056	3.33	2
0.4	5	1	9	0	6.7	2.833333333	2.177	0.95	2
0.4	5	29	9	5.2	10.2	0.933333333	2.129	1.19	2
0.4	5	12	9	0	5.1	2.766666667	2.228	1.29	2
0.4	5	25	10	2.1	6.5	4.433333333	1.945	0.08	2
0.4	5	27	10	0.6	9.7	1	2.14	0.68	2
0.4	5	28	10	0	10.4	2.066666667	2.257	1.84	2
0.4	5	28	10	0	10.4	2.066666667	2.129	1.84	2
0.4	5	32	10	0	11.4	1.566666667	2.376	0.87	2
0.4	5	1	12	0	6.7	2.833333333	2.197	0.95	2
0.4	5	11	13	0	7.1	4	2.079	0.45	2
0.4	5	12	14	0	5.1	2.766666667	2.055	1.29	2
0.4	5	32	16	0	11.4	1.566666667	2.21	0.87	2
0.5	5	37	3	0	6.9	2.633333333	2.197	0.14	2
0.5	5	17	3	0	8.5	1.1	2.096	1.11	2
0.5	5	8	4	0	6.4	5.233333333	2.25	3.33	2
0.5	5	14	5	0	7.5	6.7	2.149	1.52	2
0.5	5	8	5	0	6.4	5.233333333	1.972	3.33	2
0.5	5	29	5	5.2	10.2	0.933333333	2.184	1.19	2
0.5	5	17	6	0	8.5	1.1	2.216	1.11	2
0.5	5	12	6	0	5.1	2.766666667	1.96	1.29	2
0.5	5	8	7	0	6.4	5.233333333	2.227	3.33	2
0.5	5	26	7	0.7	8.1	2.533333333	2.071	0.54	2
0.5	5	17	7	0	8.5	1.1	2.014	1.11	2
0.5	5	27	8	0.6	9.7	1	2.482	0.68	2
0.5	5	19	8	0.7	8.6	3.7	1.958	0.78	2
0.5	5	28	8	0	10.4	2.066666667	2.35	1.84	2
0.5	5	12	9	0	5.1	2.766666667	2.237	1.29	2
0.5	5	35	11	0	5.3	4.066666667	2.174	0.36	2
0.5	5	17	11	0	8.5	1.1	1.933	1.11	2
0.5	5	8	12	0	6.4	5.233333333	2.178	3.33	2
0.5	5	35	13	0	5.3	4.066666667	2.299	0.36	2
0.5	5	14	14	0	7.5	6.7	2.403	1.52	2
0.6	5	32	5	0	11.4	1.566666667	2.238	0.87	2
0.6	5	42	6	0	8.7	3.766666667	2.153	0.22	2
0.6	5	13	7	0	6.8	7.6	2.135	1.11	2
0.6	5	12	7	0	5.1	2.766666667	2.013	1.29	2
0.6	5	8	7	0	6.4	5.233333333	2.108	3.33	2
0.6	5	27	7	0.6	9.7	1	2.129	0.68	2
0.6	5	38	8	0	6.8	3.333333333	2.084	0.3	2
0.6	5	5	9	0	8.8	2.333333333	2.083	0.63	2
0.6	5	29	9	5.2	10.2	0.933333333	2.098	1.19	2
0.6	5	15	9	0	6.6	4.733333333	2.097	2.64	2
0.6	5	18	10	12	6.5	1.2	2.389	1.56	2
0.6	5	1	10	0	6.7	2.833333333	2.231	0.95	2
0.6	5	8	11	0	6.4	5.233333333	2.212	3.33	2
0.6	5	31	12	2	12.6	0.166666667	2.266	0.57	2
0.6	5	15	12	0	6.6	4.733333333	2.131	2.64	2
0.6	5	14	14	0	7.5	6.7	2.123	1.52	2
0.6	5	18	14	12	6.5	1.2	2.204	1.56	2
0.6	5	28	14	0	10.4	2.066666667	2.245	1.84	2
0.6	5	28	14	0	10.4	2.066666667	2.236	1.84	2
0.7	5	29	2	5.2	10.2	0.933333333	2.216	1.19	2
0.7	5	28	5	0	10.4	2.066666667	2.184	1.84	2
0.7	5	18	6	12	6.5	1.2	2.188	1.56	2
0.7	5	28	8	0	10.4	2.066666667	2	1.84	2
0.7	5	15	8	0	6.6	4.733333333	2.347	2.64	2
0.7	5	15	10	0	6.6	4.733333333	1.986	2.64	2
0.7	5	19	10	0.7	8.6	3.7	2.271	0.78	2
0.7	5	15	11	0	6.6	4.733333333	2.272	2.64	2
0.7	5	28	12	0	10.4	2.066666667	2.201	1.84	2
0.7	5	28	12	0	10.4	2.066666667	2.014	1.84	2
0.7	5	19	12	0.7	8.6	3.7	2.028	0.78	2
0.7	5	32	13	0	11.4	1.566666667	2.086	0.87	2
0.8	5	17	5	0	8.5	1.1	2	1.11	2
0.8	5	11	6	0	7.1	4	2.055	0.45	2
0.8	5	34	6	0	7.2	5.366666667	1.906	0.57	2
0.8	5	17	7	0	8.5	1.1	2.257	1.11	2
0.8	5	33	8	0	6.1	6.4	2.082	0.83	2
0.8	5	15	9	0	6.6	4.733333333	2.028	2.64	2
0.8	5	10	10	0	6.7	3.466666667	2.291	0.81	2
0.8	5	18	10	12	6.5	1.2	2.225	1.56	2
0.8	5	7	11	0	6.3	1.233333333	2.081	0.1	2
0.8	5	27	13	0.6	9.7	1	2.069	0.68	2
0.8	5	17	13	0	8.5	1.1	2.054	1.11	2
0.8	5	12	13	0	5.1	2.766666667	2.135	1.29	2
0.8	5	8	14	0	6.4	5.233333333	2.365	3.33	2
0.8	5	22	15	0	7.4	4.433333333	2.361	0.43	2
0.9	5	31	5	2	12.6	0.166666667	2.122	0.57	2
0.9	5	8	5	0	6.4	5.233333333	2.095	3.33	2
0.9	5	13	6	0	6.8	7.6	2.204	1.11	2
0.9	5	35	7	0	5.3	4.066666667	2.157	0.36	2
0.9	5	28	7	0	10.4	2.066666667	2.459	1.84	2
0.9	5	5	8	0	8.8	2.333333333	2.097	0.63	2
0.9	5	14	8	0	7.5	6.7	2.161	1.52	2
0.9	5	11	9	0	7.1	4	2.079	0.45	2
0.9	5	15	9	0	6.6	4.733333333	2.111	2.64	2
0.9	5	4	12	0	7.9	1.466666667	2.093	1.02	2
0.9	5	28	13	0	10.4	2.066666667	2.324	1.84	2
1	5	0	2	0	7.9	1.966666667	1.986	1.25	2
1	5	16	6	0	5.9	4	2.111	0.96	2
1	5	32	7	0	11.4	1.566666667	2.152	0.87	2
1	5	18	7	12	6.5	1.2	2.19	1.56	2
1	5	8	9	0	6.4	5.233333333	2.041	3.33	2
1	5	9	10	0	5.2	0.6	2.193	0.68	2
1	5	15	10	0	6.6	4.733333333	1.931	2.64	2
1	5	15	13	0	6.6	4.733333333	2.178	2.64	2
1.1	5	29	5	5.2	10.2	0.933333333	2.028	1.19	2
1.1	5	18	6	12	6.5	1.2	2.14	1.56	2
1.1	5	4	7	0	7.9	1.466666667	2.221	1.02	2
1.1	5	13	9	0	6.8	7.6	2.08	1.11	2
1.1	5	29	9	5.2	10.2	0.933333333	2.141	1.19	2
1.1	5	28	10	0	10.4	2.066666667	2.099	1.84	2
1.1	5	10	12	0	6.7	3.466666667	2.297	0.81	2
1.1	5	26	13	0.7	8.1	2.533333333	2.352	0.54	2
